BPM,Person,Time,State
53.33,2,30677,Asleep
54.35,2,30677,Asleep
53.38,2,30677,Asleep
55.35,2,30677,Asleep
55.35,2,30683,Asleep
53.38,2,30683,Asleep
54.35,2,30683,Asleep
55.35,2,30683,Asleep
54.35,2,30683,Asleep
55.35,2,30689,Asleep
55.35,2,30689,Asleep
58.59,2,30689,Asleep
56.39,2,30695,Asleep
51.55,2,30700,Asleep
66.37,2,30700,Asleep
57.53,2,30705,Asleep
50.63,2,30705,Asleep
54.35,2,30705,Asleep
56.39,2,30705,Asleep
58.59,2,30705,Asleep
55.35,2,30711,Asleep
52.45,2,30711,Asleep
54.35,2,30711,Asleep
55.35,2,30716,Asleep
53.38,2,30716,Asleep
57.47,2,30716,Asleep
53.38,2,30722,Asleep
56.39,2,30722,Asleep
54.3,2,30722,Asleep
54.35,2,30722,Asleep
56.39,2,30727,Asleep
52.45,2,30727,Asleep
54.35,2,30727,Asleep
54.35,2,30727,Asleep
55.35,2,30743,Asleep
56.39,2,30743,Asleep
55.35,2,30743,Asleep
57.47,2,30743,Asleep
55.35,2,30748,Asleep
53.38,2,30748,Asleep
53.38,2,30748,Asleep
56.39,2,30748,Asleep
54.35,2,30753,Asleep
58.59,2,30753,Asleep
58.59,2,30753,Asleep
56.44,2,30753,Asleep
55.35,2,30753,Asleep
57.47,2,30759,Asleep
56.39,2,30759,Asleep
60.98,2,30764,Asleep
56.39,2,30764,Asleep
51.55,2,30764,Asleep
55.35,2,30764,Asleep
54.35,2,30769,Asleep
56.39,2,30769,Asleep
54.35,2,30769,Asleep
55.35,2,30769,Asleep
52.45,2,30769,Asleep
54.3,2,30775,Asleep
53.38,2,30775,Asleep
58.59,2,30775,Asleep
54.35,2,30775,Asleep
57.47,2,30775,Asleep
56.39,2,30780,Asleep
54.35,2,30780,Asleep
54.35,2,30780,Asleep
54.35,2,30780,Asleep
54.35,2,30780,Asleep
55.35,2,30786,Asleep
55.35,2,30786,Asleep
57.47,2,30786,Asleep
56.39,2,30786,Asleep
57.53,2,30786,Asleep
57.47,2,30791,Asleep
78.74,2,30791,Awake
50.63,2,30797,Asleep
56.39,2,30797,Asleep
51.5,2,30803,Asleep
53.38,2,30803,Asleep
54.35,2,30803,Asleep
51.5,2,30808,Asleep
55.4,2,30808,Asleep
53.38,2,30808,Asleep
52.4,2,30808,Asleep
55.4,2,30808,Asleep
54.35,2,30814,Asleep
52.4,2,30814,Asleep
53.38,2,30814,Asleep
55.35,2,30814,Asleep
57.53,2,30814,Asleep
55.35,2,30819,Asleep
53.38,2,30819,Asleep
54.3,2,30819,Asleep
58.65,2,30819,Asleep
55.35,2,30819,Asleep
59.76,2,30825,Asleep
55.35,2,30825,Asleep
51.55,2,30825,Asleep
54.35,2,30825,Asleep
54.35,2,30831,Asleep
53.33,2,30831,Asleep
58.65,2,30831,Asleep
55.35,2,30831,Asleep
53.38,2,30831,Asleep
53.33,2,30836,Asleep
57.53,2,30836,Asleep
54.3,2,30836,Asleep
54.35,2,30842,Asleep
54.35,2,30842,Asleep
57.47,2,30842,Asleep
56.39,2,30842,Asleep
58.65,2,30842,Asleep
57.47,2,30847,Asleep
56.39,2,30847,Asleep
50.63,2,30847,Asleep
50.68,2,30847,Asleep
53.38,2,30853,Asleep
55.35,2,30853,Asleep
55.35,2,30853,Asleep
51.5,2,30853,Asleep
54.35,2,30853,Asleep
55.35,2,30859,Asleep
54.35,2,30859,Asleep
55.35,2,30859,Asleep
54.35,2,30859,Asleep
57.47,2,30865,Asleep
58.59,2,30865,Asleep
59.82,2,30865,Asleep
51.55,2,30883,Asleep
58.59,2,30883,Asleep
54.35,2,30883,Asleep
57.47,2,30894,Asleep
53.38,2,30894,Asleep
50.63,2,30894,Asleep
55.35,2,30900,Asleep
57.47,2,30900,Asleep
53.38,2,30900,Asleep
51.55,2,30900,Asleep
52.45,2,30900,Asleep
55.35,2,30905,Asleep
52.4,2,30905,Asleep
55.35,2,30905,Asleep
54.35,2,30905,Asleep
53.38,2,30905,Asleep
57.47,2,30911,Asleep
51.55,2,30911,Asleep
52.45,2,30911,Asleep
54.35,2,30911,Asleep
55.35,2,30911,Asleep
56.39,2,30916,Asleep
55.35,2,30916,Asleep
55.35,2,30916,Asleep
52.45,2,30916,Asleep
56.39,2,30916,Asleep
55.35,2,30922,Asleep
52.45,2,30922,Asleep
50.63,2,30922,Asleep
51.55,2,30922,Asleep
55.35,2,30922,Asleep
55.35,2,30928,Asleep
53.38,2,30928,Asleep
52.45,2,30928,Asleep
54.35,2,30928,Asleep
51.5,2,30928,Asleep
56.44,2,30933,Asleep
50.63,2,30933,Asleep
56.39,2,30946,Asleep
57.47,2,30946,Asleep
53.38,2,30946,Asleep
52.4,2,30951,Asleep
55.35,2,30951,Asleep
56.39,2,30951,Asleep
55.35,2,30957,Asleep
54.35,2,30957,Asleep
53.38,2,30963,Asleep
57.47,2,30963,Asleep
52.45,2,30963,Asleep
51.5,2,30963,Asleep
53.38,2,30963,Asleep
53.38,2,30969,Asleep
57.47,2,30969,Asleep
54.35,2,30969,Asleep
53.38,2,30974,Asleep
54.35,2,30974,Asleep
56.39,2,30974,Asleep
57.47,2,30974,Asleep
54.35,2,30974,Asleep
51.55,2,30980,Asleep
53.38,2,30980,Asleep
53.38,2,30980,Asleep
54.35,2,30985,Asleep
57.47,2,30985,Asleep
55.35,2,30985,Asleep
54.35,2,30985,Asleep
55.35,2,30985,Asleep
54.35,2,30991,Asleep
57.47,2,30991,Asleep
54.35,2,30991,Asleep
56.39,2,30991,Asleep
54.35,2,30991,Asleep
58.59,2,30996,Asleep
57.47,2,30996,Asleep
56.39,2,30996,Asleep
56.39,2,30996,Asleep
54.35,2,30996,Asleep
56.39,2,31001,Asleep
56.39,2,31001,Asleep
56.39,2,31001,Asleep
54.35,2,31001,Asleep
54.35,2,31001,Asleep
56.39,2,31007,Asleep
57.47,2,31007,Asleep
55.35,2,31007,Asleep
56.39,2,31012,Asleep
58.59,2,31012,Asleep
55.35,2,31012,Asleep
53.38,2,31012,Asleep
54.35,2,31012,Asleep
57.47,2,31018,Asleep
55.35,2,31018,Asleep
55.35,2,31018,Asleep
54.35,2,31018,Asleep
55.35,2,31018,Asleep
58.59,2,31023,Asleep
53.38,2,31023,Asleep
54.35,2,31023,Asleep
54.35,2,31023,Asleep
53.33,2,31023,Asleep
57.53,2,31028,Asleep
54.3,2,31028,Asleep
54.35,2,31028,Asleep
54.35,2,31028,Asleep
54.35,2,31028,Asleep
53.38,2,31034,Asleep
54.35,2,31034,Asleep
53.38,2,31034,Asleep
54.35,2,31034,Asleep
53.38,2,31034,Asleep
56.39,2,31040,Asleep
53.38,2,31040,Asleep
53.38,2,31040,Asleep
53.33,2,31040,Asleep
53.38,2,31040,Asleep
56.39,2,31045,Asleep
55.35,2,31045,Asleep
55.35,2,31045,Asleep
56.39,2,31045,Asleep
58.65,2,31045,Asleep
52.45,2,31051,Asleep
52.45,2,31051,Asleep
58.59,2,31065,Asleep
55.35,2,31071,Asleep
54.35,2,31071,Asleep
55.35,2,31071,Asleep
56.39,2,31071,Asleep
50.68,2,31076,Asleep
53.38,2,31082,Asleep
54.35,2,31082,Asleep
54.35,2,31082,Asleep
51.55,2,31082,Asleep
52.4,2,31082,Asleep
54.35,2,31087,Asleep
53.38,2,31087,Asleep
53.33,2,31087,Asleep
57.53,2,31093,Asleep
55.35,2,31093,Asleep
56.39,2,31093,Asleep
54.35,2,31093,Asleep
55.35,2,31093,Asleep
56.39,2,31098,Asleep
56.39,2,31098,Asleep
53.38,2,31098,Asleep
54.35,2,31098,Asleep
55.35,2,31098,Asleep
56.39,2,31104,Asleep
56.39,2,31104,Asleep
59.76,2,31104,Asleep
55.35,2,31104,Asleep
54.35,2,31109,Asleep
52.45,2,31109,Asleep
54.35,2,31109,Asleep
54.35,2,31109,Asleep
52.45,2,31114,Asleep
50.68,2,31114,Asleep
53.33,2,31114,Asleep
55.4,2,31114,Asleep
52.4,2,31114,Asleep
55.35,2,31120,Asleep
53.38,2,31120,Asleep
54.35,2,31120,Asleep
52.45,2,31120,Asleep
53.33,2,31126,Asleep
54.35,2,31126,Asleep
55.35,2,31126,Asleep
55.35,2,31126,Asleep
53.38,2,31126,Asleep
52.45,2,31131,Asleep
55.35,2,31131,Asleep
56.39,2,31131,Asleep
54.35,2,31131,Asleep
56.39,2,31131,Asleep
53.38,2,31137,Asleep
52.45,2,31137,Asleep
56.39,2,31137,Asleep
58.59,2,31137,Asleep
55.35,2,31137,Asleep
54.35,2,31142,Asleep
54.35,2,31142,Asleep
53.38,2,31142,Asleep
56.39,2,31142,Asleep
55.35,2,31142,Asleep
58.59,2,31147,Asleep
55.35,2,31147,Asleep
55.35,2,31153,Asleep
54.35,2,31153,Asleep
55.35,2,31153,Asleep
55.35,2,31153,Asleep
56.39,2,31153,Asleep
54.35,2,31160,Asleep
52.45,2,31160,Asleep
56.39,2,31160,Asleep
52.45,2,31160,Asleep
54.35,2,31165,Asleep
54.35,2,31165,Asleep
51.5,2,31165,Asleep
57.53,2,31165,Asleep
56.39,2,31172,Asleep
56.39,2,31172,Asleep
58.59,2,31177,Asleep
55.35,2,31177,Asleep
53.38,2,31183,Asleep
54.35,2,31183,Asleep
53.38,2,31183,Asleep
53.33,2,31183,Asleep
53.38,2,31188,Asleep
56.39,2,31194,Asleep
58.59,2,31194,Asleep
52.45,2,31194,Asleep
55.35,2,31200,Asleep
55.35,2,31200,Asleep
56.39,2,31200,Asleep
56.39,2,31206,Asleep
54.35,2,31206,Asleep
53.38,2,31206,Asleep
58.59,2,31211,Asleep
54.35,2,31211,Asleep
57.47,2,31211,Asleep
56.39,2,31211,Asleep
57.47,2,31211,Asleep
52.45,2,31216,Asleep
54.35,2,31216,Asleep
53.38,2,31216,Asleep
51.55,2,31216,Asleep
57.47,2,31222,Asleep
58.59,2,31222,Asleep
59.82,2,31222,Asleep
56.39,2,31222,Asleep
55.35,2,31222,Asleep
53.38,2,31227,Asleep
54.3,2,31227,Asleep
53.38,2,31227,Asleep
55.35,2,31227,Asleep
54.35,2,31243,Asleep
52.45,2,31243,Asleep
56.39,2,31249,Asleep
55.35,2,31249,Asleep
53.38,2,31249,Asleep
53.33,2,31249,Asleep
55.35,2,31249,Asleep
58.65,2,31254,Asleep
57.47,2,31254,Asleep
57.47,2,31254,Asleep
57.47,2,31254,Asleep
59.82,2,31254,Asleep
53.33,2,31259,Asleep
51.55,2,31259,Asleep
55.35,2,31259,Asleep
56.39,2,31259,Asleep
56.39,2,31259,Asleep
55.35,2,31265,Asleep
56.39,2,31265,Asleep
54.35,2,31265,Asleep
53.38,2,31265,Asleep
53.38,2,31265,Asleep
58.59,2,31270,Asleep
57.47,2,31270,Asleep
59.76,2,31270,Asleep
55.35,2,31270,Asleep
54.3,2,31276,Asleep
55.35,2,31276,Asleep
53.38,2,31276,Asleep
53.38,2,31281,Asleep
52.45,2,31281,Asleep
53.38,2,31281,Asleep
52.4,2,31281,Asleep
53.38,2,31281,Asleep
52.45,2,31287,Asleep
55.35,2,31287,Asleep
54.35,2,31287,Asleep
51.55,2,31293,Asleep
55.35,2,31293,Asleep
54.35,2,31293,Asleep
53.33,2,31293,Asleep
54.35,2,31293,Asleep
58.65,2,31299,Asleep
54.35,2,31305,Asleep
53.38,2,31305,Asleep
57.47,2,31305,Asleep
56.39,2,31305,Asleep
52.45,2,31310,Asleep
53.38,2,31310,Asleep
53.33,2,31310,Asleep
50.63,2,31317,Asleep
55.35,2,31317,Asleep
55.35,2,31317,Asleep
55.35,2,31317,Asleep
54.35,2,31322,Asleep
55.35,2,31322,Asleep
58.59,2,31322,Asleep
55.35,2,31322,Asleep
55.35,2,31322,Asleep
53.38,2,31328,Asleep
55.35,2,31328,Asleep
52.45,2,31328,Asleep
52.45,2,31328,Asleep
54.3,2,31328,Asleep
54.35,2,31333,Asleep
52.45,2,31333,Asleep
54.35,2,31333,Asleep
55.35,2,31333,Asleep
53.38,2,31333,Asleep
53.38,2,31339,Asleep
56.39,2,31339,Asleep
53.38,2,31339,Asleep
55.35,2,31339,Asleep
58.59,2,31339,Asleep
55.35,2,31344,Asleep
57.47,2,31344,Asleep
54.35,2,31344,Asleep
56.39,2,31344,Asleep
57.47,2,31344,Asleep
59.82,2,31349,Asleep
55.35,2,31349,Asleep
55.35,2,31349,Asleep
52.45,2,31349,Asleep
53.33,2,31349,Asleep
53.38,2,31355,Asleep
54.35,2,31355,Asleep
57.47,2,31355,Asleep
58.65,2,31355,Asleep
51.5,2,31355,Asleep
50.68,2,31361,Asleep
52.45,2,31361,Asleep
58.59,2,31361,Asleep
54.35,2,31361,Asleep
53.38,2,31366,Asleep
53.38,2,31366,Asleep
53.38,2,31366,Asleep
56.39,2,31366,Asleep
52.45,2,31366,Asleep
55.35,2,31372,Asleep
51.55,2,31372,Asleep
54.35,2,31372,Asleep
58.59,2,31372,Asleep
52.45,2,31372,Asleep
56.39,2,31377,Asleep
56.39,2,31377,Asleep
58.59,2,31377,Asleep
55.35,2,31377,Asleep
59.76,2,31377,Asleep
59.82,2,31382,Asleep
50.63,2,31382,Asleep
53.38,2,31382,Asleep
55.35,2,31382,Asleep
57.47,2,31388,Asleep
53.38,2,31388,Asleep
52.45,2,31388,Asleep
53.38,2,31388,Asleep
55.35,2,31388,Asleep
54.35,2,31394,Asleep
54.35,2,31394,Asleep
54.35,2,31394,Asleep
56.39,2,31394,Asleep
53.38,2,31394,Asleep
55.35,2,31399,Asleep
54.35,2,31399,Asleep
52.4,2,31399,Asleep
55.35,2,31399,Asleep
56.39,2,31399,Asleep
56.44,2,31405,Asleep
58.59,2,31418,Asleep
52.45,2,31418,Asleep
54.35,2,31418,Asleep
57.47,2,31418,Asleep
56.39,2,31423,Asleep
54.35,2,31423,Asleep
55.35,2,31423,Asleep
55.35,2,31423,Asleep
57.47,2,31423,Asleep
54.35,2,31428,Asleep
57.47,2,31428,Asleep
56.39,2,31428,Asleep
57.47,2,31434,Asleep
56.39,2,31434,Asleep
60.98,2,31434,Asleep
59.82,2,31434,Asleep
51.55,2,31440,Asleep
54.35,2,31440,Asleep
55.35,2,31440,Asleep
55.35,2,31446,Asleep
52.45,2,31446,Asleep
56.39,2,31446,Asleep
56.39,2,31446,Asleep
54.35,2,31446,Asleep
53.38,2,31451,Asleep
54.3,2,31451,Asleep
54.35,2,31451,Asleep
55.35,2,31457,Asleep
55.35,2,31457,Asleep
55.35,2,31457,Asleep
53.33,2,31462,Asleep
52.45,2,31462,Asleep
57.47,2,31462,Asleep
57.47,2,31462,Asleep
54.35,2,31468,Asleep
56.39,2,31468,Asleep
54.35,2,31473,Asleep
57.47,2,31473,Asleep
50.68,2,31473,Asleep
53.38,2,31479,Asleep
54.35,2,31479,Asleep
54.35,2,31479,Asleep
54.35,2,31479,Asleep
55.35,2,31479,Asleep
57.47,2,31484,Asleep
53.38,2,31484,Asleep
54.35,2,31484,Asleep
54.35,2,31484,Asleep
52.45,2,31484,Asleep
53.38,2,31490,Asleep
53.38,2,31490,Asleep
55.35,2,31490,Asleep
56.39,2,31490,Asleep
51.5,2,31490,Asleep
50.68,2,31495,Asleep
53.38,2,31495,Asleep
55.35,2,31495,Asleep
85.35,2,31495,Awake
90.63,2,31506,Awake
80.75,2,31511,Awake
55.35,2,31518,Asleep
74.72,2,31524,Asleep
76.63,2,31524,Awake
71.17,2,31524,Asleep
57.47,2,31524,Asleep
56.44,2,31529,Asleep
58.59,2,31529,Asleep
67.95,2,31529,Asleep
58.59,2,31529,Asleep
62.31,2,31535,Asleep
66.37,2,31535,Asleep
58.59,2,31535,Asleep
59.82,2,31541,Asleep
62.31,2,31541,Asleep
61.04,2,31541,Asleep
59.76,2,31541,Asleep
57.47,2,31547,Asleep
60.98,2,31547,Asleep
57.47,2,31547,Asleep
56.44,2,31547,Asleep
55.35,2,31552,Asleep
56.39,2,31552,Asleep
58.59,2,31552,Asleep
57.53,2,31552,Asleep
57.47,2,31557,Asleep
51.55,2,31557,Asleep
53.38,2,31557,Asleep
54.35,2,31562,Asleep
56.39,2,31562,Asleep
51.55,2,31562,Asleep
52.45,2,31568,Asleep
52.4,2,31568,Asleep
55.35,2,31568,Asleep
57.53,2,31568,Asleep
52.45,2,31573,Asleep
54.35,2,31573,Asleep
54.35,2,31573,Asleep
55.35,2,31579,Asleep
64.94,2,31579,Asleep
54.35,2,31586,Asleep
52.45,2,31592,Asleep
56.39,2,31592,Asleep
53.38,2,31592,Asleep
53.38,2,31592,Asleep
58.59,2,31592,Asleep
58.59,2,31597,Asleep
51.55,2,31597,Asleep
53.38,2,31597,Asleep
52.45,2,31597,Asleep
50.68,2,31597,Asleep
53.38,2,31603,Asleep
53.38,2,31603,Asleep
51.55,2,31603,Asleep
51.55,2,31603,Asleep
52.45,2,31610,Asleep
51.55,2,31610,Asleep
52.45,2,31616,Asleep
55.35,2,31616,Asleep
51.55,2,31616,Asleep
55.35,2,31631,Asleep
50.68,2,31631,Asleep
52.4,2,31631,Asleep
54.35,2,31631,Asleep
53.38,2,31637,Asleep
56.39,2,31637,Asleep
50.68,2,31637,Asleep
50.68,2,31637,Asleep
51.5,2,31637,Asleep
56.44,2,31643,Asleep
53.33,2,31643,Asleep
51.55,2,31643,Asleep
56.44,2,31649,Asleep
56.39,2,31649,Asleep
55.35,2,31654,Asleep
52.4,2,31654,Asleep
59.82,2,31654,Asleep
50.63,2,31660,Asleep
51.55,2,31660,Asleep
54.35,2,31660,Asleep
54.35,2,31660,Asleep
56.39,2,31667,Asleep
50.68,2,31667,Asleep
53.38,2,31667,Asleep
58.59,2,31667,Asleep
55.35,2,31672,Asleep
50.68,2,31672,Asleep
52.45,2,31672,Asleep
57.47,2,31678,Asleep
51.55,2,31678,Asleep
51.5,2,31678,Asleep
52.45,2,31684,Asleep
53.38,2,31684,Asleep
52.45,2,31684,Asleep
57.47,2,31684,Asleep
55.35,2,31689,Asleep
59.76,2,31695,Asleep
53.38,2,31701,Asleep
51.55,2,31701,Asleep
51.55,2,31701,Asleep
51.5,2,31701,Asleep
55.35,2,31701,Asleep
51.55,2,31706,Asleep
51.55,2,31706,Asleep
52.45,2,31706,Asleep
53.38,2,31706,Asleep
51.55,2,31712,Asleep
50.63,2,31718,Asleep
50.68,2,31718,Asleep
57.47,2,31718,Asleep
53.38,2,31718,Asleep
53.38,2,31724,Asleep
51.55,2,31724,Asleep
50.63,2,31724,Asleep
50.68,2,31724,Asleep
51.55,2,31730,Asleep
55.35,2,31730,Asleep
51.55,2,31730,Asleep
51.55,2,31730,Asleep
50.68,2,31735,Asleep
51.5,2,31735,Asleep
56.39,2,31735,Asleep
50.68,2,31735,Asleep
51.55,2,31735,Asleep
54.35,2,31741,Asleep
54.3,2,31741,Asleep
50.68,2,31741,Asleep
52.45,2,31741,Asleep
51.55,2,31747,Asleep
55.35,2,31747,Asleep
50.68,2,31747,Asleep
52.45,2,31747,Asleep
52.4,2,31747,Asleep
51.55,2,31754,Asleep
57.47,2,31754,Asleep
56.39,2,31759,Asleep
58.65,2,31759,Asleep
54.35,2,31759,Asleep
55.35,2,31765,Asleep
52.45,2,31765,Asleep
52.45,2,31765,Asleep
55.35,2,31765,Asleep
52.45,2,31765,Asleep
51.5,2,31771,Asleep
51.55,2,31771,Asleep
53.38,2,31771,Asleep
57.47,2,31771,Asleep
51.55,2,31771,Asleep
51.55,2,31777,Asleep
56.39,2,31777,Asleep
52.45,2,31777,Asleep
54.35,2,31777,Asleep
55.35,2,31782,Asleep
51.5,2,31782,Asleep
56.39,2,31788,Asleep
55.35,2,31788,Asleep
50.68,2,31788,Asleep
50.68,2,31788,Asleep
51.55,2,31788,Asleep
56.39,2,31794,Asleep
53.38,2,31794,Asleep
53.38,2,31794,Asleep
54.35,2,31794,Asleep
53.38,2,31794,Asleep
50.68,2,31799,Asleep
50.63,2,31805,Asleep
54.35,2,31820,Asleep
53.33,2,31820,Asleep
53.38,2,31820,Asleep
53.38,2,31825,Asleep
52.45,2,31825,Asleep
51.55,2,31825,Asleep
50.68,2,31825,Asleep
51.5,2,31831,Asleep
52.45,2,31831,Asleep
54.35,2,31831,Asleep
51.5,2,31831,Asleep
51.55,2,31831,Asleep
54.35,2,31840,Asleep
53.38,2,31845,Asleep
53.33,2,31845,Asleep
54.35,2,31845,Asleep
52.4,2,31845,Asleep
52.45,2,31851,Asleep
51.55,2,31851,Asleep
53.38,2,31851,Asleep
56.39,2,31851,Asleep
53.38,2,31851,Asleep
51.55,2,31858,Asleep
56.39,2,31858,Asleep
52.45,2,31858,Asleep
51.5,2,31858,Asleep
54.35,2,31863,Asleep
51.5,2,31863,Asleep
53.38,2,31869,Asleep
56.39,2,31876,Asleep
57.53,2,31876,Asleep
53.38,2,31883,Asleep
52.4,2,31883,Asleep
50.63,2,31889,Asleep
52.45,2,31889,Asleep
52.45,2,31889,Asleep
52.45,2,31889,Asleep
56.44,2,31894,Asleep
53.33,2,31894,Asleep
51.55,2,31894,Asleep
53.38,2,31894,Asleep
58.65,2,31900,Asleep
51.5,2,31900,Asleep
56.39,2,31906,Asleep
58.59,2,31906,Asleep
54.35,2,31906,Asleep
54.35,2,31906,Asleep
53.38,2,31906,Asleep
56.39,2,31911,Asleep
54.35,2,31911,Asleep
54.35,2,31911,Asleep
52.45,2,31911,Asleep
56.39,2,31917,Asleep
52.45,2,31917,Asleep
51.5,2,31917,Asleep
56.39,2,31917,Asleep
52.45,2,31917,Asleep
50.68,2,31922,Asleep
52.45,2,31922,Asleep
52.45,2,31922,Asleep
57.47,2,31922,Asleep
52.4,2,31922,Asleep
52.45,2,31928,Asleep
52.45,2,31928,Asleep
53.38,2,31928,Asleep
56.39,2,31928,Asleep
54.35,2,31933,Asleep
55.35,2,31939,Asleep
58.65,2,31939,Asleep
52.4,2,31939,Asleep
51.55,2,31939,Asleep
51.5,2,31945,Asleep
52.45,2,31945,Asleep
57.47,2,31945,Asleep
51.55,2,31945,Asleep
52.45,2,31945,Asleep
51.55,2,31950,Asleep
52.4,2,31950,Asleep
56.39,2,31962,Asleep
54.35,2,31962,Asleep
51.5,2,31962,Asleep
55.35,2,31967,Asleep
53.38,2,31967,Asleep
53.38,2,31967,Asleep
50.68,2,31967,Asleep
52.45,2,31982,Asleep
51.55,2,31982,Asleep
52.45,2,31988,Asleep
52.45,2,31988,Asleep
51.55,2,31995,Asleep
55.35,2,31995,Asleep
53.38,2,31995,Asleep
53.38,2,32000,Asleep
52.4,2,32000,Asleep
52.45,2,32000,Asleep
51.55,2,32006,Asleep
51.55,2,32006,Asleep
52.45,2,32006,Asleep
55.3,2,32012,Asleep
53.38,2,32012,Asleep
50.68,2,32012,Asleep
56.39,2,32012,Asleep
51.55,2,32012,Asleep
50.68,2,32017,Asleep
51.5,2,32017,Asleep
55.35,2,32017,Asleep
53.38,2,32023,Asleep
55.35,2,32023,Asleep
52.45,2,32029,Asleep
57.47,2,32029,Asleep
53.38,2,32029,Asleep
51.5,2,32029,Asleep
50.68,2,32035,Asleep
57.47,2,32035,Asleep
50.63,2,32035,Asleep
52.45,2,32035,Asleep
51.55,2,32040,Asleep
52.45,2,32040,Asleep
56.39,2,32040,Asleep
58.59,2,32046,Asleep
57.47,2,32051,Asleep
55.35,2,32051,Asleep
54.35,2,32051,Asleep
54.35,2,32051,Asleep
53.38,2,32051,Asleep
53.38,2,32057,Asleep
55.35,2,32057,Asleep
51.5,2,32057,Asleep
52.45,2,32057,Asleep
50.68,2,32062,Asleep
55.35,2,32062,Asleep
52.45,2,32070,Asleep
57.47,2,32070,Asleep
52.45,2,32070,Asleep
52.45,2,32075,Asleep
53.38,2,32075,Asleep
56.39,2,32075,Asleep
50.68,2,32075,Asleep
53.38,2,32081,Asleep
54.35,2,32087,Asleep
54.35,2,32087,Asleep
51.55,2,32087,Asleep
50.68,2,32087,Asleep
53.38,2,32092,Asleep
56.39,2,32092,Asleep
52.4,2,32092,Asleep
56.44,2,32098,Asleep
52.45,2,32098,Asleep
52.45,2,32098,Asleep
51.5,2,32098,Asleep
55.4,2,32098,Asleep
62.24,2,32104,Asleep
52.45,2,32109,Asleep
59.82,2,32109,Asleep
53.38,2,32115,Asleep
50.63,2,32115,Asleep
56.39,2,32115,Asleep
50.68,2,32121,Asleep
52.4,2,32121,Asleep
50.68,2,32121,Asleep
52.4,2,32121,Asleep
55.35,2,32126,Asleep
51.55,2,32126,Asleep
51.55,2,32126,Asleep
51.5,2,32126,Asleep
56.39,2,32126,Asleep
51.55,2,32132,Asleep
51.55,2,32132,Asleep
52.4,2,32132,Asleep
52.45,2,32132,Asleep
57.47,2,32132,Asleep
52.45,2,32138,Asleep
53.38,2,32138,Asleep
51.55,2,32138,Asleep
52.45,2,32138,Asleep
54.3,2,32138,Asleep
50.68,2,32155,Asleep
55.35,2,32155,Asleep
52.45,2,32155,Asleep
51.55,2,32161,Asleep
52.45,2,32161,Asleep
58.59,2,32161,Asleep
51.55,2,32161,Asleep
57.53,2,32167,Asleep
52.4,2,32167,Asleep
51.55,2,32167,Asleep
53.38,2,32167,Asleep
53.38,2,32173,Asleep
52.45,2,32173,Asleep
57.47,2,32178,Asleep
55.35,2,32178,Asleep
51.55,2,32178,Asleep
50.68,2,32178,Asleep
53.38,2,32185,Asleep
50.63,2,32185,Asleep
55.35,2,32185,Asleep
54.35,2,32191,Asleep
50.68,2,32191,Asleep
51.55,2,32191,Asleep
53.33,2,32191,Asleep
59.82,2,32191,Asleep
51.55,2,32197,Asleep
51.5,2,32197,Asleep
51.55,2,32197,Asleep
57.47,2,32197,Asleep
56.44,2,32197,Asleep
54.35,2,32202,Asleep
59.76,2,32202,Asleep
53.33,2,32208,Asleep
52.45,2,32208,Asleep
56.39,2,32208,Asleep
53.33,2,32214,Asleep
50.68,2,32214,Asleep
57.47,2,32214,Asleep
51.55,2,32214,Asleep
52.45,2,32214,Asleep
51.55,2,32219,Asleep
56.39,2,32219,Asleep
51.55,2,32219,Asleep
55.35,2,32225,Asleep
53.38,2,32225,Asleep
50.63,2,32225,Asleep
55.35,2,32225,Asleep
50.68,2,32231,Asleep
51.55,2,32231,Asleep
65.01,2,32236,Asleep
54.35,2,32242,Asleep
52.45,2,32242,Asleep
52.45,2,32242,Asleep
57.47,2,32242,Asleep
51.5,2,32242,Asleep
50.68,2,32248,Asleep
53.38,2,32248,Asleep
57.47,2,32248,Asleep
52.45,2,32248,Asleep
52.4,2,32253,Asleep
51.55,2,32253,Asleep
55.35,2,32253,Asleep
57.47,2,32253,Asleep
50.68,2,32253,Asleep
52.45,2,32259,Asleep
51.55,2,32259,Asleep
57.47,2,32259,Asleep
52.4,2,32259,Asleep
51.55,2,32259,Asleep
50.68,2,32265,Asleep
53.38,2,32265,Asleep
54.35,2,32265,Asleep
56.39,2,32273,Asleep
52.45,2,32273,Asleep
57.47,2,32278,Asleep
52.45,2,32278,Asleep
55.35,2,32284,Asleep
50.68,2,32284,Asleep
52.45,2,32284,Asleep
53.38,2,32284,Asleep
56.39,2,32290,Asleep
51.55,2,32290,Asleep
57.53,2,32290,Asleep
54.35,2,32296,Asleep
55.35,2,32296,Asleep
53.38,2,32296,Asleep
58.59,2,32296,Asleep
55.35,2,32296,Asleep
50.63,2,32301,Asleep
50.68,2,32307,Asleep
50.68,2,32307,Asleep
52.4,2,32307,Asleep
53.38,2,32307,Asleep
54.35,2,32307,Asleep
53.38,2,32313,Asleep
52.45,2,32313,Asleep
51.55,2,32313,Asleep
53.38,2,32313,Asleep
58.59,2,32313,Asleep
53.38,2,32318,Asleep
53.33,2,32318,Asleep
51.55,2,32318,Asleep
51.55,2,32318,Asleep
54.35,2,32333,Asleep
53.33,2,32333,Asleep
52.45,2,32333,Asleep
53.38,2,32339,Asleep
58.59,2,32339,Asleep
