BPM,Person,Time,State
50.68,2,21931,Asleep
51.55,2,21931,Asleep
54.35,2,21931,Asleep
50.68,2,21937,Asleep
54.35,2,21937,Asleep
55.35,2,21937,Asleep
53.38,2,21937,Asleep
55.35,2,21937,Asleep
56.39,2,21943,Asleep
58.65,2,21950,Asleep
51.55,2,21950,Asleep
51.5,2,21956,Asleep
53.38,2,21956,Asleep
53.38,2,21956,Asleep
50.63,2,21956,Asleep
51.55,2,21962,Asleep
53.38,2,21962,Asleep
54.35,2,21962,Asleep
50.68,2,21962,Asleep
51.5,2,21962,Asleep
53.38,2,21968,Asleep
50.68,2,21968,Asleep
54.35,2,21968,Asleep
51.5,2,21968,Asleep
53.38,2,21968,Asleep
52.45,2,21984,Asleep
50.63,2,21984,Asleep
51.55,2,21996,Asleep
54.35,2,21996,Asleep
52.45,2,21996,Asleep
50.63,2,22001,Asleep
50.68,2,22001,Asleep
50.68,2,22007,Asleep
54.35,2,22007,Asleep
52.45,2,22013,Asleep
57.47,2,22013,Asleep
55.35,2,22019,Asleep
53.38,2,22019,Asleep
51.55,2,22019,Asleep
58.59,2,22025,Asleep
59.76,2,22041,Asleep
57.47,2,22041,Asleep
53.38,2,22041,Asleep
51.55,2,22041,Asleep
52.45,2,22046,Asleep
58.59,2,22046,Asleep
50.63,2,22053,Asleep
50.63,2,22053,Asleep
51.55,2,22053,Asleep
53.38,2,22053,Asleep
54.35,2,22058,Asleep
51.5,2,22058,Asleep
52.45,2,22058,Asleep
53.38,2,22064,Asleep
53.33,2,22064,Asleep
59.82,2,22064,Asleep
55.35,2,22086,Asleep
51.55,2,22086,Asleep
50.68,2,22092,Asleep
52.45,2,22102,Asleep
50.68,2,22102,Asleep
50.63,2,22109,Asleep
51.55,2,22109,Asleep
53.38,2,22109,Asleep
50.63,2,22109,Asleep
51.55,2,22114,Asleep
52.45,2,22114,Asleep
51.5,2,22114,Asleep
53.38,2,22114,Asleep
57.53,2,22114,Asleep
52.45,2,22120,Asleep
55.35,2,22120,Asleep
50.68,2,22120,Asleep
53.38,2,22120,Asleep
52.4,2,22126,Asleep
56.39,2,22126,Asleep
51.55,2,22126,Asleep
53.38,2,22126,Asleep
53.38,2,22126,Asleep
57.47,2,22131,Asleep
52.45,2,22131,Asleep
52.45,2,22131,Asleep
52.4,2,22131,Asleep
51.55,2,22131,Asleep
57.47,2,22137,Asleep
50.68,2,22137,Asleep
52.45,2,22137,Asleep
52.45,2,22137,Asleep
53.38,2,22143,Asleep
52.45,2,22143,Asleep
55.35,2,22143,Asleep
51.55,2,22143,Asleep
54.35,2,22149,Asleep
59.76,2,22149,Asleep
56.39,2,22149,Asleep
58.59,2,22149,Asleep
57.47,2,22155,Asleep
58.65,2,22155,Asleep
59.76,2,22155,Asleep
54.35,2,22155,Asleep
54.35,2,22155,Asleep
51.55,2,22160,Asleep
52.4,2,22160,Asleep
56.44,2,22160,Asleep
58.59,2,22174,Asleep
52.45,2,22174,Asleep
55.4,2,22174,Asleep
54.35,2,22180,Asleep
58.59,2,22180,Asleep
59.76,2,22180,Asleep
71.17,2,22180,Asleep
87.98,2,22197,Awake
57.47,2,22203,Asleep
57.47,2,22203,Asleep
57.47,2,22203,Asleep
57.47,2,22203,Asleep
53.38,2,22208,Asleep
54.35,2,22208,Asleep
52.45,2,22208,Asleep
51.5,2,22208,Asleep
54.35,2,22208,Asleep
51.55,2,22214,Asleep
51.5,2,22214,Asleep
52.45,2,22214,Asleep
54.35,2,22214,Asleep
53.38,2,22220,Asleep
50.68,2,22220,Asleep
52.4,2,22226,Asleep
50.68,2,22226,Asleep
50.68,2,22226,Asleep
53.38,2,22226,Asleep
51.5,2,22226,Asleep
56.39,2,22231,Asleep
53.38,2,22231,Asleep
57.47,2,22231,Asleep
52.45,2,22237,Asleep
51.5,2,22237,Asleep
53.38,2,22237,Asleep
57.47,2,22237,Asleep
55.35,2,22243,Asleep
53.38,2,22243,Asleep
56.39,2,22243,Asleep
50.68,2,22243,Asleep
57.47,2,22243,Asleep
57.47,2,22248,Asleep
52.45,2,22248,Asleep
51.5,2,22248,Asleep
51.55,2,22248,Asleep
56.39,2,22248,Asleep
54.35,2,22254,Asleep
52.45,2,22254,Asleep
54.35,2,22254,Asleep
53.33,2,22254,Asleep
56.44,2,22254,Asleep
55.35,2,22259,Asleep
54.35,2,22259,Asleep
55.35,2,22259,Asleep
55.35,2,22259,Asleep
55.35,2,22259,Asleep
52.45,2,22265,Asleep
53.38,2,22265,Asleep
54.35,2,22265,Asleep
51.55,2,22265,Asleep
53.38,2,22271,Asleep
52.45,2,22271,Asleep
56.39,2,22271,Asleep
56.39,2,22271,Asleep
55.35,2,22271,Asleep
51.55,2,22276,Asleep
55.35,2,22276,Asleep
56.39,2,22276,Asleep
52.45,2,22276,Asleep
59.82,2,22281,Asleep
59.76,2,22288,Asleep
54.35,2,22288,Asleep
54.35,2,22294,Asleep
53.33,2,22294,Asleep
55.35,2,22294,Asleep
53.38,2,22294,Asleep
52.45,2,22299,Asleep
54.35,2,22299,Asleep
52.45,2,22299,Asleep
52.4,2,22299,Asleep
52.45,2,22305,Asleep
51.55,2,22305,Asleep
56.39,2,22305,Asleep
51.55,2,22305,Asleep
52.4,2,22305,Asleep
51.55,2,22311,Asleep
54.35,2,22311,Asleep
54.35,2,22311,Asleep
52.45,2,22317,Asleep
52.4,2,22322,Asleep
56.39,2,22322,Asleep
51.55,2,22322,Asleep
51.55,2,22322,Asleep
62.24,2,22337,Asleep
55.35,2,22337,Asleep
55.35,2,22337,Asleep
55.35,2,22342,Asleep
52.45,2,22342,Asleep
52.45,2,22342,Asleep
51.55,2,22342,Asleep
56.39,2,22348,Asleep
57.53,2,22348,Asleep
52.4,2,22348,Asleep
54.35,2,22348,Asleep
53.38,2,22354,Asleep
50.68,2,22354,Asleep
50.68,2,22354,Asleep
55.35,2,22359,Asleep
59.76,2,22359,Asleep
54.35,2,22359,Asleep
53.38,2,22359,Asleep
59.82,2,22368,Asleep
54.35,2,22368,Asleep
51.5,2,22368,Asleep
50.68,2,22374,Asleep
52.45,2,22374,Asleep
54.35,2,22374,Asleep
51.5,2,22374,Asleep
58.59,2,22382,Asleep
54.35,2,22387,Asleep
51.55,2,22387,Asleep
54.35,2,22387,Asleep
50.68,2,22387,Asleep
52.45,2,22393,Asleep
54.35,2,22393,Asleep
50.68,2,22399,Asleep
52.45,2,22399,Asleep
55.35,2,22399,Asleep
61.04,2,22399,Asleep
56.39,2,22416,Asleep
57.47,2,22416,Asleep
62.24,2,22416,Asleep
57.53,2,22422,Asleep
66.45,2,22422,Asleep
65.01,2,22428,Asleep
74.72,2,22428,Asleep
87.98,2,22434,Awake
55.35,2,22439,Asleep
55.4,2,22439,Asleep
51.5,2,22445,Asleep
51.55,2,22445,Asleep
53.38,2,22445,Asleep
57.47,2,22445,Asleep
53.38,2,22445,Asleep
54.35,2,22451,Asleep
54.35,2,22451,Asleep
56.39,2,22451,Asleep
56.39,2,22451,Asleep
50.68,2,22451,Asleep
53.33,2,22456,Asleep
54.35,2,22456,Asleep
55.35,2,22456,Asleep
56.44,2,22456,Asleep
57.47,2,22456,Asleep
55.35,2,22462,Asleep
57.53,2,22462,Asleep
64.94,2,22471,Asleep
87.98,2,22483,Awake
72.9,2,22488,Asleep
74.72,2,22488,Asleep
71.17,2,22493,Asleep
72.9,2,22493,Asleep
72.9,2,22493,Asleep
67.95,2,22493,Asleep
72.9,2,22499,Asleep
74.72,2,22499,Asleep
65.01,2,22499,Asleep
62.31,2,22504,Asleep
50.68,2,22504,Asleep
57.47,2,22504,Asleep
56.39,2,22504,Asleep
56.39,2,22509,Asleep
57.47,2,22509,Asleep
59.76,2,22509,Asleep
54.35,2,22509,Asleep
56.39,2,22509,Asleep
55.35,2,22515,Asleep
56.39,2,22515,Asleep
59.76,2,22515,Asleep
59.76,2,22520,Asleep
57.47,2,22520,Asleep
59.76,2,22520,Asleep
55.35,2,22525,Asleep
54.35,2,22531,Asleep
56.39,2,22531,Asleep
55.35,2,22531,Asleep
55.35,2,22531,Asleep
53.38,2,22536,Asleep
53.33,2,22536,Asleep
56.44,2,22536,Asleep
59.76,2,22536,Asleep
50.63,2,22547,Asleep
54.35,2,22547,Asleep
56.44,2,22547,Asleep
51.5,2,22547,Asleep
53.38,2,22547,Asleep
54.35,2,22564,Asleep
62.24,2,22564,Asleep
57.53,2,22578,Asleep
52.4,2,22578,Asleep
55.35,2,22578,Asleep
50.63,2,22584,Asleep
51.55,2,22584,Asleep
50.68,2,22584,Asleep
51.55,2,22590,Asleep
55.35,2,22590,Asleep
58.59,2,22590,Asleep
52.45,2,22590,Asleep
55.35,2,22590,Asleep
53.38,2,22595,Asleep
55.35,2,22595,Asleep
52.45,2,22595,Asleep
50.63,2,22595,Asleep
51.55,2,22595,Asleep
54.35,2,22601,Asleep
51.55,2,22601,Asleep
51.5,2,22601,Asleep
51.55,2,22601,Asleep
51.55,2,22601,Asleep
57.47,2,22607,Asleep
50.68,2,22607,Asleep
51.5,2,22607,Asleep
52.45,2,22607,Asleep
55.35,2,22612,Asleep
50.63,2,22612,Asleep
54.35,2,22612,Asleep
53.38,2,22612,Asleep
55.35,2,22612,Asleep
54.35,2,22618,Asleep
52.45,2,22618,Asleep
52.45,2,22618,Asleep
53.38,2,22618,Asleep
56.39,2,22618,Asleep
50.63,2,22624,Asleep
50.68,2,22624,Asleep
55.35,2,22624,Asleep
55.35,2,22624,Asleep
54.35,2,22631,Asleep
57.47,2,22631,Asleep
54.35,2,22631,Asleep
52.45,2,22631,Asleep
52.45,2,22636,Asleep
54.35,2,22636,Asleep
56.39,2,22636,Asleep
50.68,2,22636,Asleep
56.39,2,22644,Asleep
51.5,2,22650,Asleep
54.35,2,22650,Asleep
56.39,2,22660,Asleep
56.39,2,22660,Asleep
56.44,2,22660,Asleep
54.3,2,22666,Asleep
52.45,2,22666,Asleep
50.63,2,22666,Asleep
50.68,2,22671,Asleep
54.35,2,22671,Asleep
58.59,2,22671,Asleep
53.38,2,22671,Asleep
53.33,2,22671,Asleep
54.35,2,22677,Asleep
54.35,2,22677,Asleep
55.35,2,22677,Asleep
50.63,2,22677,Asleep
52.45,2,22683,Asleep
55.35,2,22683,Asleep
50.63,2,22683,Asleep
52.45,2,22683,Asleep
55.35,2,22688,Asleep
50.63,2,22688,Asleep
55.35,2,22688,Asleep
55.35,2,22688,Asleep
50.68,2,22694,Asleep
50.68,2,22694,Asleep
50.63,2,22700,Asleep
51.55,2,22700,Asleep
53.38,2,22713,Asleep
54.35,2,22713,Asleep
54.35,2,22713,Asleep
51.5,2,22719,Asleep
52.45,2,22719,Asleep
54.35,2,22719,Asleep
57.47,2,22719,Asleep
53.38,2,22725,Asleep
54.35,2,22725,Asleep
55.35,2,22725,Asleep
51.55,2,22725,Asleep
51.55,2,22730,Asleep
53.38,2,22730,Asleep
51.55,2,22730,Asleep
50.63,2,22730,Asleep
52.45,2,22736,Asleep
54.35,2,22736,Asleep
53.38,2,22736,Asleep
55.3,2,22736,Asleep
52.49,2,22736,Asleep
51.5,2,22742,Asleep
54.35,2,22742,Asleep
56.39,2,22742,Asleep
52.45,2,22742,Asleep
51.5,2,22748,Asleep
52.45,2,22748,Asleep
54.35,2,22748,Asleep
51.55,2,22753,Asleep
53.33,2,22753,Asleep
50.68,2,22753,Asleep
51.55,2,22753,Asleep
51.55,2,22753,Asleep
56.39,2,22759,Asleep
53.38,2,22759,Asleep
55.35,2,22759,Asleep
52.45,2,22765,Asleep
50.68,2,22765,Asleep
51.55,2,22765,Asleep
51.55,2,22770,Asleep
51.5,2,22770,Asleep
50.68,2,22770,Asleep
53.38,2,22770,Asleep
56.39,2,22770,Asleep
53.33,2,22776,Asleep
55.35,2,22776,Asleep
54.35,2,22776,Asleep
59.82,2,22776,Asleep
51.5,2,22776,Asleep
51.55,2,22782,Asleep
50.68,2,22782,Asleep
50.63,2,22788,Asleep
55.35,2,22788,Asleep
51.55,2,22788,Asleep
51.55,2,22788,Asleep
54.35,2,22793,Asleep
52.4,2,22793,Asleep
51.55,2,22793,Asleep
51.5,2,22799,Asleep
54.35,2,22799,Asleep
54.35,2,22805,Asleep
52.45,2,22805,Asleep
50.68,2,22805,Asleep
56.39,2,22805,Asleep
51.55,2,22811,Asleep
50.63,2,22811,Asleep
51.55,2,22811,Asleep
54.35,2,22811,Asleep
53.38,2,22811,Asleep
50.68,2,22817,Asleep
52.45,2,22817,Asleep
51.5,2,22817,Asleep
54.35,2,22817,Asleep
54.35,2,22817,Asleep
53.38,2,22822,Asleep
53.38,2,22822,Asleep
52.45,2,22822,Asleep
53.38,2,22822,Asleep
54.35,2,22822,Asleep
51.55,2,22828,Asleep
50.68,2,22828,Asleep
51.55,2,22838,Asleep
55.35,2,22838,Asleep
53.38,2,22838,Asleep
51.55,2,22843,Asleep
50.63,2,22843,Asleep
51.5,2,22849,Asleep
53.38,2,22849,Asleep
55.4,2,22849,Asleep
52.4,2,22849,Asleep
50.68,2,22855,Asleep
50.63,2,22855,Asleep
53.38,2,22855,Asleep
56.44,2,22855,Asleep
53.33,2,22855,Asleep
52.45,2,22861,Asleep
53.38,2,22861,Asleep
50.63,2,22867,Asleep
54.35,2,22867,Asleep
51.55,2,22867,Asleep
56.39,2,22880,Asleep
52.45,2,22880,Asleep
54.35,2,22880,Asleep
51.5,2,22880,Asleep
50.68,2,22886,Asleep
52.45,2,22886,Asleep
55.35,2,22886,Asleep
52.45,2,22892,Asleep
56.39,2,22892,Asleep
51.55,2,22892,Asleep
51.5,2,22892,Asleep
51.55,2,22892,Asleep
55.35,2,22897,Asleep
55.35,2,22897,Asleep
51.55,2,22897,Asleep
52.4,2,22897,Asleep
50.68,2,22897,Asleep
56.39,2,22903,Asleep
52.45,2,22903,Asleep
52.4,2,22903,Asleep
50.68,2,22909,Asleep
51.5,2,22909,Asleep
52.45,2,22909,Asleep
53.38,2,22909,Asleep
53.38,2,22909,Asleep
54.3,2,22914,Asleep
52.45,2,22914,Asleep
50.63,2,22914,Asleep
50.68,2,22920,Asleep
52.4,2,22920,Asleep
52.45,2,22920,Asleep
54.35,2,22920,Asleep
50.63,2,22926,Asleep
52.45,2,22926,Asleep
58.59,2,22926,Asleep
51.55,2,22932,Asleep
50.63,2,22937,Asleep
53.38,2,22937,Asleep
51.55,2,22937,Asleep
50.63,2,22937,Asleep
51.55,2,22942,Asleep
54.35,2,22942,Asleep
51.5,2,22942,Asleep
50.68,2,22942,Asleep
55.35,2,22948,Asleep
51.5,2,22948,Asleep
52.45,2,22948,Asleep
52.45,2,22948,Asleep
56.39,2,22948,Asleep
50.68,2,22954,Asleep
52.4,2,22954,Asleep
51.55,2,22954,Asleep
53.38,2,22960,Asleep
53.38,2,22960,Asleep
55.35,2,22960,Asleep
53.33,2,22965,Asleep
59.82,2,22965,Asleep
57.47,2,22965,Asleep
51.55,2,22965,Asleep
51.55,2,22971,Asleep
51.55,2,22971,Asleep
53.38,2,22971,Asleep
51.5,2,22977,Asleep
53.38,2,22977,Asleep
51.5,2,22983,Asleep
55.35,2,22983,Asleep
50.68,2,22983,Asleep
53.33,2,22989,Asleep
50.68,2,22989,Asleep
51.55,2,22989,Asleep
50.63,2,22989,Asleep
54.35,2,22994,Asleep
52.45,2,22994,Asleep
54.35,2,22994,Asleep
51.55,2,23000,Asleep
54.35,2,23000,Asleep
50.63,2,23000,Asleep
53.38,2,23000,Asleep
57.47,2,23000,Asleep
55.35,2,23006,Asleep
54.35,2,23012,Asleep
57.47,2,23012,Asleep
52.45,2,23012,Asleep
53.38,2,23012,Asleep
51.55,2,23018,Asleep
51.5,2,23018,Asleep
53.38,2,23023,Asleep
52.45,2,23023,Asleep
55.35,2,23023,Asleep
50.68,2,23023,Asleep
51.55,2,23029,Asleep
53.33,2,23029,Asleep
51.55,2,23029,Asleep
51.55,2,23029,Asleep
54.35,2,23029,Asleep
54.35,2,23035,Asleep
50.63,2,23035,Asleep
55.35,2,23041,Asleep
51.55,2,23041,Asleep
54.35,2,23041,Asleep
52.45,2,23047,Asleep
57.47,2,23047,Asleep
50.68,2,23047,Asleep
53.33,2,23061,Asleep
51.55,2,23061,Asleep
52.45,2,23061,Asleep
55.35,2,23066,Asleep
54.35,2,23066,Asleep
51.55,2,23072,Asleep
52.45,2,23072,Asleep
54.35,2,23072,Asleep
54.35,2,23072,Asleep
54.35,2,23078,Asleep
53.38,2,23078,Asleep
50.68,2,23084,Asleep
50.63,2,23084,Asleep
53.38,2,23084,Asleep
54.35,2,23084,Asleep
50.68,2,23090,Asleep
55.35,2,23090,Asleep
50.68,2,23090,Asleep
50.63,2,23095,Asleep
54.35,2,23095,Asleep
53.38,2,23101,Asleep
51.55,2,23101,Asleep
53.38,2,23101,Asleep
53.38,2,23107,Asleep
51.55,2,23107,Asleep
58.59,2,23107,Asleep
52.45,2,23113,Asleep
52.4,2,23113,Asleep
51.55,2,23113,Asleep
50.68,2,23113,Asleep
51.55,2,23119,Asleep
51.55,2,23119,Asleep
54.35,2,23119,Asleep
55.35,2,23119,Asleep
50.63,2,23119,Asleep
51.55,2,23124,Asleep
54.35,2,23124,Asleep
52.45,2,23124,Asleep
51.5,2,23124,Asleep
52.45,2,23124,Asleep
53.33,2,23132,Asleep
56.44,2,23132,Asleep
53.33,2,23137,Asleep
54.35,2,23137,Asleep
50.68,2,23137,Asleep
50.68,2,23137,Asleep
51.5,2,23137,Asleep
52.45,2,23143,Asleep
51.55,2,23143,Asleep
51.55,2,23143,Asleep
52.45,2,23143,Asleep
55.35,2,23149,Asleep
54.35,2,23149,Asleep
54.3,2,23149,Asleep
54.35,2,23149,Asleep
56.39,2,23149,Asleep
51.55,2,23155,Asleep
53.38,2,23155,Asleep
52.4,2,23155,Asleep
50.68,2,23161,Asleep
52.4,2,23161,Asleep
54.35,2,23161,Asleep
50.68,2,23161,Asleep
50.68,2,23166,Asleep
53.38,2,23166,Asleep
50.68,2,23166,Asleep
50.68,2,23172,Asleep
51.5,2,23172,Asleep
50.68,2,23172,Asleep
51.55,2,23172,Asleep
51.55,2,23178,Asleep
53.38,2,23178,Asleep
53.33,2,23178,Asleep
51.55,2,23178,Asleep
51.5,2,23184,Asleep
53.38,2,23184,Asleep
50.68,2,23184,Asleep
50.68,2,23184,Asleep
52.45,2,23190,Asleep
55.35,2,23190,Asleep
50.63,2,23190,Asleep
50.68,2,23190,Asleep
52.4,2,23196,Asleep
56.39,2,23196,Asleep
50.68,2,23202,Asleep
55.35,2,23202,Asleep
55.35,2,23202,Asleep
54.35,2,23208,Asleep
51.55,2,23208,Asleep
52.45,2,23208,Asleep
59.76,2,23215,Asleep
56.39,2,23215,Asleep
59.82,2,23221,Asleep
52.45,2,23221,Asleep
52.45,2,23227,Asleep
55.35,2,23245,Asleep
54.35,2,23251,Asleep
53.38,2,23257,Asleep
54.35,2,23257,Asleep
56.39,2,23263,Asleep
53.33,2,23263,Asleep
54.35,2,23269,Asleep
54.35,2,23269,Asleep
51.55,2,23275,Asleep
56.39,2,23275,Asleep
52.45,2,23281,Asleep
53.38,2,23281,Asleep
53.38,2,23281,Asleep
52.4,2,23281,Asleep
50.63,2,23286,Asleep
56.39,2,23286,Asleep
52.45,2,23286,Asleep
52.4,2,23292,Asleep
58.59,2,23298,Asleep
58.59,2,23298,Asleep
53.38,2,23298,Asleep
52.45,2,23304,Asleep
55.35,2,23304,Asleep
51.55,2,23310,Asleep
52.45,2,23310,Asleep
51.55,2,23316,Asleep
54.35,2,23316,Asleep
51.5,2,23316,Asleep
53.33,2,23322,Asleep
51.55,2,23328,Asleep
52.45,2,23328,Asleep
50.68,2,23328,Asleep
53.38,2,23334,Asleep
51.55,2,23334,Asleep
52.45,2,23334,Asleep
55.35,2,23340,Asleep
50.68,2,23340,Asleep
52.45,2,23346,Asleep
50.68,2,23346,Asleep
51.5,2,23352,Asleep
53.38,2,23352,Asleep
50.68,2,23352,Asleep
53.38,2,23358,Asleep
50.68,2,23358,Asleep
54.35,2,23358,Asleep
50.63,2,23358,Asleep
50.68,2,23358,Asleep
53.38,2,23363,Asleep
50.68,2,23363,Asleep
55.35,2,23363,Asleep
51.5,2,23369,Asleep
52.45,2,23369,Asleep
50.68,2,23369,Asleep
52.4,2,23369,Asleep
57.53,2,23369,Asleep
54.35,2,23375,Asleep
51.5,2,23384,Asleep
53.38,2,23384,Asleep
56.39,2,23384,Asleep
51.55,2,23389,Asleep
51.55,2,23389,Asleep
50.68,2,23389,Asleep
50.68,2,23395,Asleep
54.3,2,23395,Asleep
57.53,2,23395,Asleep
50.63,2,23395,Asleep
50.68,2,23401,Asleep
56.39,2,23407,Asleep
58.59,2,23407,Asleep
55.35,2,23407,Asleep
55.35,2,23407,Asleep
51.55,2,23413,Asleep
56.39,2,23413,Asleep
52.45,2,23425,Asleep
52.45,2,23425,Asleep
50.63,2,23431,Asleep
51.55,2,23431,Asleep
54.35,2,23431,Asleep
51.5,2,23437,Asleep
52.45,2,23437,Asleep
52.45,2,23437,Asleep
50.63,2,23443,Asleep
54.35,2,23443,Asleep
50.68,2,23443,Asleep
50.63,2,23443,Asleep
51.55,2,23443,Asleep
54.35,2,23449,Asleep
53.38,2,23449,Asleep
50.68,2,23455,Asleep
54.35,2,23455,Asleep
58.59,2,23455,Asleep
52.45,2,23455,Asleep
53.38,2,23460,Asleep
50.68,2,23460,Asleep
52.4,2,23466,Asleep
50.68,2,23466,Asleep
50.68,2,23466,Asleep
52.45,2,23472,Asleep
53.38,2,23472,Asleep
50.68,2,23472,Asleep
50.68,2,23478,Asleep
53.33,2,23478,Asleep
50.68,2,23484,Asleep
53.33,2,23484,Asleep
50.68,2,23484,Asleep
52.45,2,23484,Asleep
53.38,2,23490,Asleep
50.68,2,23490,Asleep
51.55,2,23490,Asleep
50.63,2,23496,Asleep
52.45,2,23496,Asleep
54.35,2,23496,Asleep
57.47,2,23502,Asleep
55.35,2,23507,Asleep
55.35,2,23507,Asleep
50.68,2,23512,Asleep
50.68,2,23512,Asleep
59.76,2,23518,Asleep
55.35,2,23523,Asleep
53.38,2,23523,Asleep
55.35,2,23523,Asleep
51.55,2,23523,Asleep
50.63,2,23523,Asleep
50.68,2,23529,Asleep
52.45,2,23529,Asleep
54.35,2,23529,Asleep
50.63,2,23535,Asleep
51.55,2,23535,Asleep
52.45,2,23535,Asleep
58.59,2,23535,Asleep
57.53,2,23542,Asleep
58.59,2,23542,Asleep
55.35,2,23548,Asleep
52.45,2,23548,Asleep
55.35,2,23548,Asleep
53.33,2,23560,Asleep
51.55,2,23560,Asleep
51.55,2,23565,Asleep
52.45,2,23565,Asleep
55.35,2,23565,Asleep
50.68,2,23571,Asleep
51.5,2,23571,Asleep
52.45,2,23571,Asleep
53.38,2,23577,Asleep
58.59,2,23577,Asleep
55.35,2,23577,Asleep
58.65,2,23577,Asleep
57.47,2,23585,Asleep
52.45,2,23585,Asleep
50.63,2,23591,Asleep
52.45,2,23591,Asleep
52.45,2,23597,Asleep
55.35,2,23603,Asleep
57.47,2,23603,Asleep
71.17,2,23651,Asleep
58.59,2,23651,Asleep
62.24,2,23651,Asleep
57.47,2,23656,Asleep
53.38,2,23656,Asleep
52.4,2,23656,Asleep
54.35,2,23656,Asleep
56.44,2,23662,Asleep
59.76,2,23662,Asleep
53.38,2,23667,Asleep
50.63,2,23667,Asleep
58.65,2,23667,Asleep
55.35,2,23673,Asleep
52.45,2,23673,Asleep
51.5,2,23673,Asleep
53.38,2,23673,Asleep
58.59,2,23673,Asleep
50.68,2,23678,Asleep
50.68,2,23678,Asleep
55.35,2,23678,Asleep
50.68,2,23684,Asleep
51.55,2,23684,Asleep
50.63,2,23684,Asleep
50.68,2,23684,Asleep
50.68,2,23690,Asleep
52.45,2,23690,Asleep
52.45,2,23696,Asleep
53.38,2,23702,Asleep
50.68,2,23708,Asleep
53.38,2,23708,Asleep
54.35,2,23708,Asleep
51.55,2,23714,Asleep
52.45,2,23714,Asleep
57.47,2,23714,Asleep
55.35,2,23714,Asleep
56.39,2,23720,Asleep
50.68,2,23720,Asleep
52.4,2,23726,Asleep
52.45,2,23738,Asleep
53.38,2,23738,Asleep
54.35,2,23744,Asleep
50.68,2,23744,Asleep
51.5,2,23750,Asleep
53.38,2,23750,Asleep
51.55,2,23756,Asleep
52.45,2,23756,Asleep
53.38,2,23762,Asleep
54.35,2,23762,Asleep
52.45,2,23768,Asleep
51.55,2,23768,Asleep
54.35,2,23774,Asleep
50.63,2,23774,Asleep
51.55,2,23774,Asleep
50.68,2,23780,Asleep
50.68,2,23780,Asleep
53.38,2,23780,Asleep
51.55,2,23786,Asleep
53.38,2,23786,Asleep
53.38,2,23792,Asleep
50.63,2,23792,Asleep
53.38,2,23798,Asleep
53.38,2,23798,Asleep
52.45,2,23804,Asleep
51.55,2,23804,Asleep
52.45,2,23810,Asleep
53.38,2,23810,Asleep
51.5,2,23816,Asleep
54.35,2,23816,Asleep
54.35,2,23816,Asleep
51.55,2,23832,Asleep
53.38,2,23838,Asleep
52.4,2,23838,Asleep
59.82,2,23838,Asleep
58.59,2,23846,Asleep
52.45,2,23851,Asleep
53.38,2,23851,Asleep
53.38,2,23851,Asleep
50.68,2,23857,Asleep
50.68,2,23863,Asleep
53.38,2,23863,Asleep
52.45,2,23869,Asleep
50.68,2,23869,Asleep
51.55,2,23869,Asleep
56.39,2,23869,Asleep
55.35,2,23879,Asleep
55.35,2,23885,Asleep
54.35,2,23885,Asleep
54.35,2,23896,Asleep
56.39,2,23907,Asleep
51.55,2,23907,Asleep
51.55,2,23907,Asleep
54.35,2,23907,Asleep
50.68,2,23912,Asleep
52.4,2,23919,Asleep
51.55,2,23919,Asleep
56.39,2,23931,Asleep
51.55,2,23931,Asleep
52.45,2,23937,Asleep
53.38,2,23937,Asleep
50.63,2,23943,Asleep
53.38,2,23943,Asleep
50.68,2,23949,Asleep
53.38,2,23949,Asleep
50.68,2,23949,Asleep
50.68,2,23955,Asleep
54.35,2,23955,Asleep
52.45,2,23960,Asleep
52.45,2,23960,Asleep
52.45,2,23960,Asleep
55.35,2,23960,Asleep
53.38,2,23960,Asleep
50.68,2,23966,Asleep
82.99,2,23986,Awake
83.1,2,23986,Awake
90.63,2,23986,Awake
76.63,2,23992,Awake
54.35,2,23992,Asleep
51.55,2,23992,Asleep
54.35,2,23998,Asleep
52.45,2,24010,Asleep
51.55,2,24010,Asleep
57.47,2,24016,Asleep
50.68,2,24016,Asleep
56.39,2,24016,Asleep
51.55,2,24021,Asleep
51.55,2,24021,Asleep
53.38,2,24021,Asleep
55.35,2,24021,Asleep
51.55,2,24027,Asleep
55.35,2,24027,Asleep
57.47,2,24027,Asleep
50.68,2,24033,Asleep
51.55,2,24033,Asleep
54.35,2,24033,Asleep
52.45,2,24033,Asleep
53.38,2,24039,Asleep
50.68,2,24039,Asleep
51.5,2,24051,Asleep
53.38,2,24051,Asleep
51.55,2,24051,Asleep
51.5,2,24051,Asleep
53.38,2,24051,Asleep
55.35,2,24056,Asleep
50.68,2,24056,Asleep
50.68,2,24056,Asleep
50.68,2,24056,Asleep
55.35,2,24062,Asleep
52.45,2,24062,Asleep
55.35,2,24062,Asleep
51.55,2,24068,Asleep
51.5,2,24074,Asleep
53.38,2,24074,Asleep
54.35,2,24085,Asleep
51.55,2,24091,Asleep
55.35,2,24104,Asleep
50.68,2,24104,Asleep
51.55,2,24104,Asleep
52.45,2,24104,Asleep
55.35,2,24109,Asleep
50.63,2,24109,Asleep
53.38,2,24109,Asleep
53.38,2,24109,Asleep
51.5,2,24115,Asleep
52.45,2,24115,Asleep
50.63,2,24121,Asleep
52.45,2,24121,Asleep
52.45,2,24127,Asleep
53.38,2,24127,Asleep
51.5,2,24127,Asleep
52.45,2,24139,Asleep
